long,lat
-0.0137702077627182,48.7862281799316
-0.0142334587872028,42.8337936401367
-0.0202773436903954,42.7968406677246
-0.0203947257250547,43.0149421691895
-0.0217130091041327,48.4864120483398
-0.0233675725758076,42.923770904541
-0.0308066345751286,42.5685539245605
-0.0353337787091732,42.5953750610352
-0.0519050806760788,42.5482711791992
-0.0534158237278461,42.5572090148926
-0.0639611929655075,42.5470657348633
-0.0775311216711998,42.554801940918
-0.0820775330066681,42.5816192626953
-0.087024986743927,42.8992729187012
-0.0881479308009148,42.617374420166
-0.0900877565145493,42.9171447753906
-0.100217230618,42.6161689758301
-0.101825661957264,48.2071418762207
-0.112181328237057,42.542236328125
-0.119905441999435,42.6596488952637
-0.122957468032837,42.6775245666504
-0.139959707856178,42.8485374450684
-0.157499730587006,42.592227935791
-0.16771873831749,43.0093650817871
-0.173914879560471,43.0451011657715
-0.206480696797371,42.3053894042969
-0.209813505411148,42.896053314209
-0.210358127951622,42.6141662597656
-0.216303870081902,43.0044822692871
-0.218486309051514,42.3041687011719
-0.222424820065498,42.6129417419434
-0.232950866222382,42.602783203125
-0.240658193826675,42.6474609375
-0.242201507091522,42.6563987731934
-0.24321274459362,42.5199012756348
-0.246556922793388,42.6104927062988
-0.249369144439697,42.5556488037109
-0.252731055021286,42.6462364196777
-0.258622318506241,42.6092643737793
-0.259860694408417,42.9000816345215
-0.270687252283096,42.6080360412598
-0.271934002637863,42.5442581176758
-0.279973268508911,42.6616477966309
-0.292048335075378,42.6604156494141
-0.294815808534622,42.6055755615234
-0.302570194005966,42.6502494812012
-0.318615794181824,48.9940071105957
-0.358406037092209,42.8991355895996
-0.373066455125809,43.0522003173828
-0.38531768321991,42.8418235778809
-0.395271837711334,42.9680976867676
-0.406889259815216,42.8941612243652
-0.419541031122208,42.9656028747559
-0.434847861528397,42.9822120666504
-0.43848705291748,42.6544609069824
-0.438595533370972,43.07275390625
-0.461136996746063,42.8521957397461
-0.461714446544647,42.9248847961426
-0.462905764579773,43.0702476501465
-0.465542018413544,48.5812187194824
-0.487214177846909,43.0677375793457
-0.490413248538971,43.0855941772461
-0.491511464118958,42.6762466430664
-0.500842332839966,42.5206451416016
-0.503585994243622,42.674991607666
-0.514464199542999,42.5283203125
-0.516276180744171,42.7464294433594
-0.526469171047211,42.8726997375488
-0.533532857894897,42.9810943603516
-0.535042583942413,42.6444206237793
-0.537431836128235,43.0716285705566
-0.538553059101105,42.5257987976074
-0.553211331367493,42.8153419494629
-0.556407570838928,42.8331985473633
-0.592885673046112,42.6929397583008
-0.606561839580536,42.7005996704102
-0.607183814048767,42.9097442626953
-0.628263592720032,42.7528991699219
-0.632320463657379,42.7069854736328
-0.637136936187744,42.7337684631348
-0.656483590602875,42.9773292541504
